step_index,load
1129,0.30222
1130,0.30071
1131,0.30416
1132,0.30784
1133,0.31132
1134,0.32201
1135,0.33155
1136,0.34293
1137,0.3485
1138,0.3544
1139,0.35416
1140,0.371
1141,0.38372
1142,0.39931
1143,0.42001
1144,0.43852
1145,0.44836
1146,0.46479
1147,0.46933
1148,0.47915
1149,0.49635
1150,0.51363
1151,0.53199
1152,0.54461
1153,0.56817
1154,0.60044
1155,0.62176
1156,0.64804
1157,0.66902
1158,0.68668
1159,0.70746
1160,0.72845
1161,0.74206
1162,0.76649
1163,0.78586
1164,0.80917
1165,0.83029
1166,0.85093
1167,0.87552
1168,0.89446
1169,0.89991
1170,0.92139
1171,0.9346
1172,0.94249
1173,0.95237
1174,0.96196
1175,0.98382
1176,0.99085
1177,0.97844
1178,0.98454
1179,0.98203
1180,0.98499
1181,0.98519
1182,0.97937
1183,0.97628
1184,0.95946
1185,0.95553
1186,0.9353
1187,0.91593
1188,0.90148
1189,0.89795
1190,0.88049
1191,0.85706
1192,0.83028
1193,0.80844
1194,0.7929
1195,0.7651
1196,0.74523
1197,0.727
1198,0.7088
1199,0.69329
1200,0.67771
1201,0.65688
1202,0.63771
1203,0.62749
1204,0.60971
1205,0.59095
1206,0.57512
1207,0.53867
1208,0.50857
1209,0.48832
1210,0.4702
1211,0.44506
1212,0.42773
1213,0.41634
1214,0.40726
1215,0.39451
1216,0.38048
1217,0.36808
1218,0.34942
1219,0.3423
1220,0.32534
1221,0.3227
1222,0.31666
1223,0.3027
1224,0.28868
1225,0.28496
1226,0.2838
1227,0.27383
1228,0.27167
1229,0.27159
1230,0.27788
1231,0.28115
1232,0.2768
1233,0.26717
1234,0.27434
1235,0.25091
1236,0.24691
1237,0.25759
1238,0.25173
1239,0.25068
1240,0.24328
1241,0.23638
1242,0.2372
1243,0.23042
1244,0.21912
1245,0.22627
1246,0.21572
1247,0.22203
1248,0.22563
1249,0.23803
1250,0.23549
1251,0.22013
1252,0.21726
1253,0.21055
1254,0.21804
1255,0.22218
1256,0.21884
1257,0.22109
1258,0.22254
1259,0.231
1260,0.23724
1261,0.23139
1262,0.22896
1263,0.23508
1264,0.23542
1265,0.24238
1266,0.24533
1267,0.24428
1268,0.23246
1269,0.22064
1270,0.21382
1271,0.22032
1272,0.21591
1273,0.21496
1274,0.21317
1275,0.22289
1276,0.22916
1277,0.22396
1278,0.22096
1279,0.22177
1280,0.22386
1281,0.22404
1282,0.22047
1283,0.22109
1284,0.21573
1285,0.22839
1286,0.23699
1287,0.22426
1288,0.22352
1289,0.22102
1290,0.22289
1291,0.21865
1292,0.23002
1293,0.22083
1294,0.21749
1295,0.216
1296,0.22112
1297,0.22694
1298,0.22984
1299,0.23255
1300,0.23915
1301,0.24917
1302,0.2584
1303,0.2486
1304,0.24595
1305,0.25066
1306,0.24668
1307,0.24022
1308,0.23184
1309,0.23175
1310,0.21883
1311,0.21696
1312,0.22351
1313,0.21945
1314,0.21977
1315,0.21591
1316,0.21205
1317,0.21631
1318,0.20927
1319,0.22158
1320,0.22315
1321,0.22817
1322,0.22862
1323,0.21638
1324,0.2258
1325,0.22968
1326,0.21419
1327,0.21963
1328,0.21277
1329,0.21598
1330,0.21285
1331,0.20824
1332,0.21543
1333,0.21931
1334,0.21508
1335,0.2102
1336,0.20964
1337,0.20712
1338,0.20034
1339,0.19715
1340,0.19631
1341,0.20973
1342,0.20761
1343,0.21181
1344,0.2207
1345,0.22615
1346,0.22537
1347,0.22626
1348,0.2208
1349,0.2149
1350,0.21727
1351,0.21317
1352,0.21143
1353,0.21666
1354,0.21148
1355,0.21168
1356,0.21845
1357,0.2185
1358,0.22147
1359,0.22693
1360,0.22337
1361,0.22242
1362,0.22443
1363,0.2354
1364,0.22702
1365,0.23315
1366,0.24392
1367,0.23337
1368,0.23839
1369,0.22831
1370,0.22761
1371,0.2212
1372,0.2157
1373,0.21048
1374,0.20669
1375,0.20596
1376,0.20217
1377,0.20481
1378,0.1949
1379,0.1982
1380,0.19766
1381,0.20372
1382,0.21066
1383,0.22177
1384,0.22254
1385,0.21414
1386,0.21787
1387,0.22488
1388,0.22614
1389,0.22137
1390,0.22192
1391,0.21526
1392,0.2099
1393,0.21582
1394,0.20593
1395,0.21235
1396,0.21175
1397,0.20722
1398,0.21079
1399,0.20355
1400,0.19478
1401,0.19054
1402,0.19559
1403,0.20147
1404,0.19265
1405,0.19409
1406,0.19614
1407,0.19301
1408,0.1998
1409,0.20841
1410,0.20826
1411,0.20466
1412,0.21372
1413,0.21771
1414,0.22074
1415,0.22325
1416,0.21261
1417,0.20704
1418,0.19786
1419,0.20052
1420,0.20201
1421,0.20817
1422,0.20308
1423,0.19809
1424,0.19344
1425,0.19824
1426,0.20156
1427,0.19466
1428,0.19512
1429,0.18107
1430,0.17997
1431,0.17579
1432,0.17425
1433,0.17506
1434,0.17449
1435,0.17542
1436,0.17898
1437,0.17764
1438,0.17768
1439,0.18877
